País	Produto	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
Portugal	Uva	85.428,00	28.253,00	0,00	0,00	0,00	18,00	0,00	10,00	0,00	0,00	0,00	13.155,00	205,00	945,00	15.803,00	1.525,00
Reino Unido	Uva	10.149.844,00	17.676.083,00	18.580.726,00	13.299.002,00	15.023.635,00	13.266.351,00	12.426.198,00	13.294.489,00	8.957.593,00	9.569.389,00	7.619.756,00	9.034.528,00	8.558.646,00	13.501.346,00	13.978.476,00	16.631.939,00
Republica Dominicana	Uva	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
Romênia	Uva	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	40,00	0,00	0,00	0,00
Russia,  Federação da	Uva	214.200,00	550.147,00	873.977,00	31.488,00	301.102,00	501.930,00	45.320,00	61.440,00	66.912,00	208.715,00	0,00	199.140,00	80,00	48.084,00	216.906,00	283.727,00
São Tomé e Principe	Uva	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
São Vicente e Granadinas	Uva	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	20,00	19,00
Senegal	Uva	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	10,00
Singapura	Uva	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	18.086,00
Sri Lanka	Uva	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	32,00	0,00	0,00
Suécia	Uva	66.000,00	192.700,00	246.711,00	161.000,00	368.010,00	240.313,00	364.265,00	957.936,00	0,00	89.000,00	357.380,00	249.805,00	101.350,00	72.036,00	50,00	30,00
Suíça	Uva	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1.022,00	472,00	2.209,00	3.331,00
Suriname	Uva	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	25,00
Tailândia	Uva	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	113,00	879,00	762,00	746,00
Taiwan	Uva	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	39,00	0,00	90,00	72,00
Togo	Uva	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	13,00	0,00	0,00
Trindade e Tobago	Uva	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
Turcas e Caicos, ilhas	Uva	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	10,00	18,00	0,00
Turquia	Uva	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	126,00	485,00	353,00	662,00
Tuvalu	Uva	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1,00	6,00	0,00	0,00
Uruguai	Uva	47.555,00	66.352,00	40.428,00	33.634,00	28.848,00	35.216,00	14.864,00	48.720,00	28.960,00	108.040,00	86.816,00	104.368,00	187.316,00	81.440,00	68.196,00	95.722,00
Vanuatu	Uva	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	26,00	73,00
Venezuela	Uva	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
Vietnã	Uva	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	10,00	0,00	18,00	100,00
Provisão de Navios e Aeronaves	Uva	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	30,00	0,00	0,00	0,00
Afeganistão	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	11,00
África do Sul	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	26,00	4,00	0,00
Alemanha, República Democrática	Vinho	38.302,00	119.512,00	265.742,00	225.086,00	27.715,00	36.070,00	8.189,00	61.699,00	213.348,00	10.680,00	14.012,00	15.467,00	10.794,00	3.660,00	6.261,00	2.698,00
Angola	Vinho	3.766,00	25.931,00	25.721,00	54.786,00	33.557,00	13.889,00	2.833,00	1.573,00	12.182,00	1.908,00	7.359,00	10.170,00	477,00	345,00	0,00	0,00
Anguilla	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
Antígua e Barbuda	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	37,00	219,00	624,00	805,00
Antilhas Holandesas	Vinho	19.116,00	17.025,00	17.938,00	8.235,00	9.810,00	7.335,00	9.247,00	11.281,00	4.455,00	6.660,00	16.641,00	5.400,00	0,00	0,00	0,00	0,00
Argentina	Vinho	0,00	0,00	0,00	162,00	0,00	13.253,00	0,00	0,00	20.385,00	0,00	0,00	0,00	15.711,00	0,00	1.015,00	6,00
Aruba	Vinho	0,00	0,00	0,00	0,00	0,00	900,00	0,00	0,00	450,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
Austrália	Vinho	0,00	60,00	218.726,00	1.014,00	1.823,00	3.632,00	9.345,00	16.707,00	6.308,00	7.437,00	1.954,00	1.350,00	2.055,00	1.161,00	1.013,00	705,00
Áustria	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	675,00	0,00	0,00	0,00	0,00	0,00
Bahamas	Vinho	0,00	0,00	0,00	0,00	3.175,00	4.529,00	1.374,00	581,00	0,00	0,00	0,00	0,00	141,00	791,00	1.212,00	1.083,00
Bangladesh	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	3,00	2,00
Barbados	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	36,00	143,00	216,00
Barein	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	482,00	8,00	302,00
Bélgica	Vinho	56.571,00	1.077,00	3.523,00	125.962,00	42.532,00	11.802,00	16.132,00	22.461,00	151.320,00	4.473,00	7.200,00	2.790,00	7.497,00	2.498,00	3.166,00	483,00
Belice	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	9,00	0,00	0,00
Benin	Vinho	10.350,00	0,00	10.350,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	5.040,00	0,00	0,00	9,00	0,00	0,00
Bolívia	Vinho	5.822,00	4.985,00	3.979,00	40.463,00	54,00	12.775,00	11.868,00	19.147,00	12.534,00	10.674,00	13.586,00	9.495,00	21.566,00	0,00	9.900,00	5.850,00
Bósnia-Herzegovina	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	45,00	0,00
Brasil	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	31,00
Bulgária	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	117,00	0,00	0,00	0,00	0,00
Cabo Verde	Vinho	0,00	0,00	0,00	0,00	11.991,00	600,00	0,00	0,00	0,00	0,00	0,00	0,00	18,00	0,00	0,00	16,00
Camarões	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1.749,00	0,00	0,00	0,00	0,00
Canadá	Vinho	450,00	4.172,00	20.949,00	15.664,00	0,00	28.906,00	14.304,00	25.329,00	35.082,00	24.547,00	13.711,00	6.075,00	5.308,00	1.589,00	1.672,00	1.172,00
Catar	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	13.338,00	0,00	0,00	0,00	1,00
Cayman, Ilhas	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	19,00	19,00	123,00	104,00
Chile	Vinho	1.988,00	60.930,00	0,00	1.475,00	0,00	0,00	8.550,00	0,00	0,00	0,00	0,00	0,00	11.049,00	0,00	11,00	26,00
China	Vinho	0,00	7.638,00	8.689,00	1.553.416,00	795,00	54.156,00	87.905,00	40.929,00	64.040,00	47.609,00	134.106,00	67.594,00	30.835,00	129.852,00	122.253,00	61.884,00
Chipre	Vinho	134,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	279,00	672,00	2.478,00	1.855,00
Cingapura	Vinho	0,00	7.270,00	1.233,00	2.419,00	1.533,00	911,00	1.212,00	766,00	541,00	1.116,00	5.445,00	0,00	3.298,00	5.044,00	4.049,00	0,00
Colômbia	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	8,00	0,00	0,00	0,00	0,00	6.944,00	897,00	15.660,00	12.160,00
Comores	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	9,00	0,00
Congo	Vinho	0,00	0,00	0,00	0,00	0,00	360,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
Coreia, Republica Sul	Vinho	0,00	1.012,00	3.520,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	8,00	0,00	120,00	70,00	103,00	67,00
Costa do Marfim	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
Costa Rica	Vinho	0,00	0,00	55,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
Croácia	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	21,00	0,00
Cuba	Vinho	0,00	2.669,00	0,00	0,00	0,00	2.880,00	0,00	0,00	38.875,00	97.965,00	63.741,00	62.791,00	4.776,00	0,00	0,00	0,00
Curaçao	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	12.340,00	23.930,00	33.951,00	47.962,00	32.263,00
Dinamarca	Vinho	2.805,00	3.480,00	518,00	1.980,00	7.034,00	32.797,00	4.716,00	17.892,00	3.240,00	7.080,00	1.278,00	581,00	0,00	240,00	659,00	87,00
Dominica	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	460,00
El Salvador	Vinho	0,00	0,00	0,00	55,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
Emirados Arabes Unidos	Vinho	363,00	0,00	2.437,00	1.398,00	1.035,00	2.120,00	675,00	0,00	640,00	765,00	585,00	675,00	360,00	450,00	581,00	810,00
Equador	Vinho	0,00	2.700,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	2,00	3.780,00	0,00
Eslovaca, Republica	Vinho	0,00	0,00	585,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
Espanha	Vinho	0,00	0,00	2.942,00	2.181,00	0,00	5.206,00	0,00	1.972.980,00	0,00	0,00	0,00	0,00	6.123,00	3.540,00	28,00	0,00
Estados Unidos	Vinho	392.590,00	479.269,00	443.895,00	372.319,00	228.968,00	306.787,00	146.585,00	245.368,00	222.267,00	195.896,00	258.072,00	132.688,00	169.109,00	209.765,00	300.178,00	111.085,00
Estônia	Vinho	1.974,00	77.697,00	4.114,00	5.438,00	15.848,00	450,00	3.321,00	0,00	0,00	0,00	900,00	0,00	0,00	0,00	0,00	0,00
Filipinas	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	9.608,00	736,00	719,00	2.784,00
Finlândia	Vinho	11.088,00	0,00	0,00	0,00	0,00	12.404,00	17.100,00	36.682,00	12.960,00	0,00	7.617,00	0,00	0,00	0,00	0,00	0,00
França	Vinho	17.010,00	6.349,00	11.078,00	0,00	3.614,00	0,00	195.604,00	6.885,00	33.755,00	1.596,00	6.037,00	4.253,00	11.077,00	18.286,00	12.622,00	7.052,00
Gana	Vinho	0,00	0,00	18.168,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	9.000,00	7.673,00	18.810,00	12.578,00
Gibraltar	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	23,00	769,00	0,00
Grécia	Vinho	142,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	232,00	561,00	6.859,00	908,00
Guatemala	Vinho	0,00	0,00	0,00	20,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1.597,00	0,00	17.347,00
Guiana	Vinho	0,00	0,00	0,00	0,00	783,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	424,00	990,00	2.372,00
Guiana Francesa	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	90,00
Guine Bissau	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	48,00	0,00	0,00	0,00	0,00
Guine Equatorial	Vinho	0,00	0,00	548,00	169,00	410,00	956,00	819,00	1.108,00	5.646,00	0,00	0,00	2.639,00	8.389,00	0,00	0,00	0,00
Haiti	Vinho	0,00	0,00	20,00	4.500,00	2.700,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	79.500,00	81.873,00	399.128,00	670.379,00
Honduras	Vinho	0,00	0,00	162,00	14,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
Hong Kong	Vinho	0,00	0,00	2.430,00	50.319,00	0,00	2.063,00	1.609,00	16.013,00	18.130,00	1.229,00	6.975,00	1.934,00	1.742,00	9.651,00	15.159,00	12.507,00
Hungria	Vinho	0,00	0,00	0,00	0,00	540,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	87,00
Ilha de Man	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	28,00	11,00	97,00
Ilhas Virgens	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
India	Vinho	14,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	51,00	7,00	13,00
Indonésia	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	5,00	0,00
Irã	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	21,00	116,00
Iraque	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
Irlanda	Vinho	0,00	0,00	0,00	0,00	3.969,00	5.376,00	0,00	0,00	0,00	0,00	0,00	0,00	7.560,00	0,00	29,00	36,00
Itália	Vinho	2.709,00	7.209,00	0,00	1.817,00	1.458,00	11.999,00	792,00	1.710,00	604,00	0,00	585,00	468,00	3.661,00	587,00	91,00	696,00
Jamaica	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
Japão	Vinho	325.031,00	357.943,00	232.293,00	217.974,00	112.178,00	100.835,00	29.281,00	91.988,00	106.426,00	31.597,00	34.341,00	33.909,00	36.992,00	40.621,00	36.442,00	39.491,00
Jordânia	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	12,00	0,00
Letônia	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	387,00	0,00	0,00	0,00	0,00
Líbano	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
Libéria	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	658,00	4.441,00	5.155,00	7.554,00
Luxemburgo	Vinho	1.220,00	785,00	13.606,00	7.845,00	7.344,00	9.547,00	2.444,00	5.135,00	8.281,00	2.295,00	2.759,00	2.719,00	1.778,00	1.666,00	1.086,00	0,00
Malásia	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	15,00	48,00	0,00	0,00
Malta	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	503,00	3.661,00	3.490,00	3.441,00
Marshall, Ilhas	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	923,00	7.276,00	6.270,00	8.644,00
Mauritânia	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	9,00
México	Vinho	0,00	2.453,00	0,00	0,00	0,00	1.350,00	0,00	0,00	1.521,00	0,00	0,00	664,00	2.748,00	4,00	24,00	9,00
Montenegro	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	9,00	9,00	14,00
Namibia	Vinho	0,00	0,00	340,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
Nicaragua	Vinho	0,00	0,00	0,00	24,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
Nigéria	Vinho	0,00	0,00	7.560,00	41,00	0,00	54,00	6.449,00	1.350,00	0,00	0,00	0,00	0,00	5.175,00	28.437,00	12.094,00	68.247,00
Noruega	Vinho	0,00	10.044,00	0,00	0,00	0,00	10.268,00	5.104,00	2.375,00	7.179,00	1.058,00	0,00	0,00	1.295,00	628,00	1.859,00	1.878,00
Nova Caledônia	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	7.227,00
Nova Zelândia	Vinho	0,00	0,00	0,00	0,00	0,00	2.587,00	2.364,00	1.004,00	2.800,00	809,00	504,00	1.678,00	969,00	500,00	95,00	657,00
Países Baixos	Vinho	451,00	181.046,00	340.412,00	171.654,00	87.368,00	125.414,00	134.879,00	57.792,00	165.289,00	44.987,00	42.953,00	0,00	9.451,00	44.882,00	248,00	3.791,00
Panamá	Vinho	13,00	810,00	1.161,00	24,00	0,00	0,00	39,00	0,00	0,00	0,00	0,00	0,00	1.183,00	7.918,00	10.821,00	29.520,00
Paraguai	Vinho	1.947.106,00	1.285.459,00	2.191.901,00	486.927,00	510.989,00	240.168,00	354.824,00	481.564,00	521.847,00	495.428,00	985.739,00	2.393.468,00	3.234.168,00	2.419.537,00	3.299.013,00	6.522.527,00
Peru	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	5.193,00	9.755,00	0,00	9.720,00
Polônia	Vinho	0,00	0,00	20.290,00	6.982,00	20.464,00	11.732,00	21.663,00	19.249,00	30.181,00	11.654,00	11.457,00	0,00	720,00	5,00	74,00	4,00
Porto Rico	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
Portugal	Vinho	17.732,00	109.074,00	49.090,00	141.000,00	4.577,00	95,00	47.172,00	23.810,00	71.544,00	47.736,00	0,00	0,00	0,00	18.328,00	7.958,00	6.358,00
Quênia	Vinho	10.600,00	10.600,00	0,00	0,00	0,00	0,00	94,00	6,00	0,00	0,00	0,00	0,00	6.771,00	0,00	0,00	0,00
Reino Unido	Vinho	38.281,00	84.613,00	100.097,00	30.092,00	123.624,00	122.629,00	82.937,00	59.161,00	305.807,00	68.382,00	117.044,00	60.711,00	67.708,00	34.295,00	22.913,00	25.316,00
República Dominicana	Vinho	0,00	601,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
Rússia	Vinho	334.200,00	266.400,00	6.207.658,00	21.912.914,00	0,00	0,00	4.528.176,00	5.893.291,00	190.656,00	47.664,00	0,00	0,00	0,00	0,00	1.463,00	181.931,00
São Tomé e Príncipe	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	2.184,00	0,00	0,00	0,00
São Vicente e Granadinas	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	8,00
Senegal	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
Serra Leoa	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	18,00	9.240,00	6.525,00
Singapura	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	4.504,00
Suazilândia	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	10,00
Suécia	Vinho	16.120,00	919,00	26.984,00	28.334,00	0,00	1.641,00	2.705,00	3.195,00	10.404,00	1.412,00	291,00	15.445,00	8.062,00	28,00	6,00	23,00
Suíça	Vinho	131.073,00	26.090,00	54.384,00	27.653,00	2.025,00	0,00	4.014,00	2.997,00	27.933,00	15.872,00	4.230,00	6.525,00	0,00	2.223,00	2.827,00	627,00
Suriname	Vinho	1.000,00	2.700,00	900,00	3.830,00	1.836,00	3.774,00	396,00	1.800,00	6,00	453,00	900,00	3.690,00	0,00	3.206,00	4.185,00	900,00
Tailândia	Vinho	0,00	839,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	8,00	128,00	534,00	1.334,00
Taiwan (FORMOSA)	Vinho	0,00	6.377,00	10.030,00	0,00	0,00	4.500,00	0,00	0,00	12.519,00	7.200,00	16.967,00	14.988,00	7.589,00	12,00	963,00	1.313,00
Tanzânia	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
Tcheca, República	Vinho	24.250,00	85.303,00	17.135,00	9.269,00	1.091,00	6.846,00	7.960,00	3.697,00	4.500,00	2.297,00	3.837,00	2.746,00	2.712,00	2.115,00	563,00	456,00
Togo	Vinho	24,00	11,00	5.160,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1.890,00
Trinidade Tobago	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	531,00	0,00	360,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
Tunísia	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
Turquia	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	360,00	115,00	0,00	343,00
Tuvalu	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	2,00	0,00
Uruguai	Vinho	1.008,00	0,00	0,00	0,00	914,00	1.238,00	1.135,00	1.526,00	0,00	0,00	0,00	0,00	7.711,00	6.180,00	0,00	136.774,00
Vanuatu	Vinho	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	18,00	0,00
Venezuela	Vinho	0,00	20.700,00	0,00	0,00	0,00	0,00	1.029,00	0,00	14,00	0,00	0,00	680,00	71,00	0,00	4.086,00	26.415,00
Vietnã	Vinho	2.013,00	0,00	0,00	743,00	8.820,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	20,00	86,00	0,00